sale_date,sale_price,description,sale_id,lot_id,comments,title,grade,seal_grade,seal_type,variant
2021-02-08,360.0,9.4 A+ SEALED NES SUNSOFT 1988 USA,122106,14092,"Rev-A, Round SOQ",XENOPHOBE,9.4,A+,SEALED,False
2021-04-05,9600.0,9.4 A SEALED NES NINTENDO 1985 USA,7242,97058,"Oval SOQ TM, Later Production",EXCITEBIKE,9.4,,SEALED,False
2019-12-22,240.0,7.0 B SEALED NES LJN 1992 USA,121951,17259,,SPIDER-MAN: RETURN OF THE SINISTER SIX,7.0,,SEALED,False
2020-07-12,900.0,8.5 A SEALED NES KONAMI 1990 USA,7231,97045,"Trip Offer, Early Production",CASTLEVANIA III: DRACULA'S CURSE,8.5,,SEALED,False
2021-01-18,228.0,9.4 A SEALED NES HI TECH 1990 USA,122103,15901,Oval SOQ TM,CHESSMASTER,9.4,,SEALED,False
2020-11-20,5280.0,9.4 A+ SEALED NES NINTENDO 1985 USA,7236,93015,"Rev-A, Round SOQ, Mid-Production",HOGAN'S ALLEY,9.4,A+,SEALED,False
2020-12-14,1320.0,9.6 A++ SEALED SATURN SEGA 1996 USA,122050,13916,,SONIC 3D BLAST,9.6,A++,SEALED,False
2021-04-06,720.0,9.6 A++ SEALED N64 3DO 2000 CAN,312114,66053,Canadian Version,ARMY MEN: AIR COMBAT,9.6,A++,SEALED,False
2020-03-06,2280.0,9.8 A+ SEALED SNES LJN 1994 USA.,7224,93058,"Limited Edition, First Production",SPIDER-MAN AND VENOM: MAXIMUM CARNAGE,9.8,A+,SEALED,False
2020-11-30,104.0,7.0 A SEALED PS1 JALECO 1995 USA,122048,19687,,BASES LOADED '96: DOUBLE HEADER,7.0,,SEALED,False
2021-01-17,2040.0,9.6 A SEALED G.CUBE NINTENDO 2004 USA,7239,97077,,PAPER MARIO: THE THOUSAND-YEAR DOOR,9.6,,SEALED,False
2020-06-29,408.0,9.6 A++ SEALED NES ARCADIA 1990 USA,122026,20148,,SPOT: THE VIDEO GAME!,9.6,A++,SEALED,False
2019-05-05,576.0,SUPER MARIO BROS3 BOX 5.5 CARTRIDGE 6.5 MANUAL 7.5; VARIANT: LEFT BRO,121918,11198,"NES, Nintendo, 1990, Complete in Box",SUPER MARIO BROS. 3,6.0,CIB,,True
2021-03-09,528.0,9.0 A SEALED PS1 SQUARESOFT 2000 USA,312110,67081,Sony Security Label,CHRONO CROSS,9.0,,SEALED,False
2021-01-18,240.0,9.4 A SEALED NES TAXAN 1989 USA,122103,15920,"Rev-A, Round SOQ",STAR SOLDIER,9.4,,SEALED,False
2019-06-23,168.0,THE LEGEND OF ZELDA: THE MINISH CAP,121925,17271,"GBA, Nintendo, 2004, Seal Rating",THE LEGEND OF ZELDA: THE MINISH CAP,7.5,,,False
2021-04-27,780.0,9.4 A SEALED NES TECMO 1987 USA,312117,69044,"Rev-A, Round SOQ, Early Production",STAR FORCE,9.4,,SEALED,False
2020-11-20,2160.0,9.6 A++ SEALED N64 NINTENDO 1999 USA,7236,93059,,MARIO PARTY 2,9.6,A++,SEALED,False
2021-02-01,192.0,9.6 A+ SEALED 2600 ATARI 1978 USA,122105,12013,1988 Red box,SPACE INVADERS,9.6,A+,SEALED,False
2021-07-11,504.0,9.8 A SEALED GEN VIC TOKAI 1994 USA,7261,29223,,TOP GEAR 2,9.8,,SEALED,False
2020-06-22,900.0,8.0 A SEALED NES KONAMI 1990 USA,122025,17956,"Oval SOQ R, No Offer, Later Production",CASTLEVANIA III: DRACULA'S CURSE,8.0,,SEALED,False
2021-03-30,89.0,8.5 A++ SEALED INTV MATTEL 1982 USA,312113,70028,1982 Red box,LOCK 'N CHASE,8.5,A++,SEALED,False
2020-01-27,74.0,9.2 A SEALED GBA NINTENDO 2003 USA,122004,18006,Player's Choice,MARIO & LUIGI: SUPERSTAR SAGA,9.2,,SEALED,False
2020-03-06,1440.0,9.0 A SEALED GB ULTRA 1990 USA,7224,93066,,TEENAGE MUTANT NINJA TURTLES: FALL OF THE FOOT CLAN,9.0,,SEALED,False
2021-01-25,126.0,9.2 A+ SEALED SNES JVC 1996 USA,122104,17962,,MAGIC BOY,9.2,A+,SEALED,False
2021-08-10,7200.0,9.8 A++ SEALED PS1 SQUARESOFT 1999 USA,312132,67078,Sony Security Label,FINAL FANTASY VIII,9.8,A++,SEALED,False
2021-02-01,2400.0,8.5 C+ SEALED NES NINTENDO 1990 USA,122105,12036,Oval SOQ R,FINAL FANTASY,8.5,C+,SEALED,False
2021-04-20,552.0,9.0 A+ SEALED NES NINTENDO 1992 USA,312116,68042,Oval SOQ R,YOSHI,9.0,A+,SEALED,False
2020-07-27,156.0,7.0 A+ SEALED NES NINTENDO 1989 USA,122030,17858,,COBRA TRIANGLE,7.0,A+,SEALED,False
2021-01-11,228.0,9.6 A+ SEALED NES DATA EAST 1990 USA,122102,13764,Oval SOQ TM,DASH GALAXY IN THE ALIEN ASYLUM,9.6,A+,SEALED,False
2020-07-12,720.0,9.8 A+ SEALED NES TAXAN 1990 USA.,7231,97044,,BURAI FIGHTER,9.8,A+,SEALED,False
2021-01-17,1800.0,9.6 A++ SEALED GEN ACCLAIM 1994 USA,7239,97084,Clamshell,NBA JAM: TOURNAMENT EDITION,9.6,A++,SEALED,False
2021-06-29,216.0,8.5 CIB NES NINTENDO 1985 USA,312126,70031,"Hangtab,1 Code, Mid-Production",PINBALL NES,8.5,CIB,,False
2021-02-22,312.0,6.0 CIB NES NINTENDO 1985 USA,122108,18023,"3 Code, Mid Production",DUCK HUNT,6.0,CIB,,False
2021-07-06,156.0,6.5 CIB NES NINTENDO 1985 USA,312127,66029,"Hangtab, 1 code",EXCITEBIKE,6.5,CIB,,False
2021-08-03,99.0,7.5 A SEALED 2600 ATARI 1987 USA,312131,66015,1988 Red Box,DESERT FALCON,7.5,,SEALED,False
2019-05-16,26400.0,NINTENDO WORLD CHAMPIONSHIPS 1990 GRAY CARTRIDGE #260,7209,91092,"NES, Nintendo, 1990, Loose",NINTENDO WORLD CHAMPIONSHIPS 1990 GRAY,5.5,,,False
2021-07-27,384.0,9.2 A+ SEALED GB ACCLAIM 1992 USA,312130,69055,,GEORGE FOREMAN'S KO BOXING,9.2,A+,SEALED,False
2021-04-05,3840.0,8.0 A SEALED PS1 SONY 1998 USA,7242,97252,"Drill Hole Promotional Copy, First Production",SPYRO THE DRAGON,8.0,,SEALED,False
2021-05-11,384.0,9.0 A+ SEALED NES AVE 1990 USA,312119,67031,,F-15 CITY WAR,9.0,A+,SEALED,False
2019-10-27,67.0,4.5 CIB NES NINTENDO 1985,121943,17288,"Matte Sticker, IMP Cart",EXCITEBIKE,4.5,CIB,,False
2020-04-20,720.0,8.0 A SEALED NES KONAMI 1990 USA,122016,15625,with Offer,CASTLEVANIA III: DRACULA'S CURSE,8.0,,SEALED,False
2020-04-06,47.0,8.5 CIB XBOX MICROSOFT 2001 USA,122014,11815,Standard Release,HALO: COMBAT EVOLVED,8.5,CIB,,False
2020-07-13,1560.0,9.6 C+ SEALED SATURN EIDOS 1996 USA,122028,13879,,TOMB RAIDER,9.6,C+,SEALED,False
2021-06-15,228.0,9.2 A++ SEALED M.DRIVE U.SGOLD 1994 EUR,312124,68071,PAL Version,THE INCREDIBLE HULK,9.2,A++,SEALED,False
2021-07-11,6000.0,9.8 A++ SEALED GB ACCLAIM 1991 USA,7261,28104,,DOUBLE DRAGON II,9.8,A++,SEALED,False
2020-12-28,228.0,6.5 NS GLUE SEAL 2600 ATARI 1982 USA,122052,17557,"1981 Orange Box, 2D Pac-Man",PAC-MAN,6.5,,GLUE SEAL,False
2020-12-28,480.0,9.0 A SEALED NES CAPCOM 1992 USA,122052,17578,Oval SOQ R,CAPCOM'S GOLD MEDAL CHALLENGE '92,9.0,,SEALED,False
2020-05-03,1320.0,9.8 A+ SEALED NES LJN 1990 USA,7229,97057,Oval SOQ R,BACK TO THE FUTURE PART II & III,9.8,A+,SEALED,False
2021-07-11,2280.0,9.6 A+ SEALED PS2 ROCKSTAR 2002 USA,7261,29293,Sony Security Label,GRAND THEFT AUTO: VICE CITY,9.6,A+,SEALED,False
2020-10-26,288.0,9.2 A SEALED 2600 ATARI 1983 USA,122043,17972,1987 Silver box,DIG DUG,9.2,,SEALED,False
2020-11-22,1140.0,7.0 A+ SEALED GB NINTENDO 1994 USA,7236,97170,,WARIO LAND: SUPER MARIO LAND 3,7.0,A+,SEALED,False
2021-08-17,180.0,7.5 BOX SNES NINTENDO 1993 USA,312133,68048,For Display Only,STARFOX-,7.5,,,False
2021-04-02,52800.0,9.8 A+ SEALED NES NINTENDO 1990 USA,7242,93032,"""Bros."" Right, Later Production",SUPER MARIO BROS. 3,9.8,A+,SEALED,False
2021-07-11,16800.0,9.8 A SEALED GB NINTENDO 1992 USA,7261,28122,Made in Japan,SUPER MARIO LAND 2: 6 GOLDEN COINS,9.8,,SEALED,False
2019-11-22,7800.0,9.0 B SEALED NES NINTENDO 1985 USA,7212,93063,"Hangtab, No NES TM",WRECKING CREW,9.0,,SEALED,False
2020-11-22,1380.0,9.4 A+ SEALED NES SNK 1990 USA,7236,97080,,CRYSTALIS,9.4,A+,SEALED,False
2021-04-05,2520.0,9.4 B+ SEALED SNES HUDSON SOFT 1992 USA,7242,97133,,SUPER ADVENTURE ISLAND,9.4,B+,SEALED,False
2020-05-11,444.0,9.8 A+ NES KOEI 1989 USA,122019,13773,Oval SOQ TM,NOBUNAGA'S AMBITION,9.8,A+,,False
2020-11-22,1200.0,9.6 A++ SEALED N64 NINTENDO 1998 USA,7236,97178,,F-ZERO X,9.6,A++,SEALED,False
2020-10-12,930.0,9.4 A++ SEALED GEN SEGA 1995 USA,122041,13807,,THE OOZE,9.4,A++,SEALED,False
2020-11-22,408.0,9.4 B+ SEALED PS1 PSYGNOSIS 1996 USA,7236,97232,"Ridged Longbox, Early Production",ASSAULT RIGS,9.4,B+,SEALED,False
2020-11-09,288.0,8.0 CIB SEGACD SEGA 1992 USA,122045,13823,,NIGHT TRAP -,8.0,CIB,,False
2021-04-02,6000.0,9.8 A++ SEALED M.DRIVE SEGA 1990 EUR,7242,93081,European Version,MICHAEL JACKSON'S MOONWALKER,9.8,A++,SEALED,False
2020-03-08,480.0,7.5 A SEALED SNES CAPCOM 1996 USA,7224,97071,,MARVEL SUPER HEROES: WAR OF THE GEMS,7.5,,SEALED,False
2019-08-01,2160.0,CASTLEVANIA SYMPHONY OF THE NIGHT VARIANT: BLACK LABEL,7211,92212,"PS1, Konami, 1997, Seal Rating",CASTLEVANIA SYMPHONY OF THE NIGHT,9.4,A+,,True
2020-10-12,180.0,9.6 A+ SEALED 2600 ABSOLUTE 1987 USA,122041,13774,1987 Black Box,TITLE MATCH PRO WRESTLING,9.6,A+,SEALED,False
2020-05-03,180.0,7.5 A SEALED NES SQUARE 1989 USA,7229,97135,,KING'S KNIGHT,7.5,,SEALED,False
2020-03-08,1200.0,9.4 A SEALED NES JVC 1991 USA,7224,97051,,STAR WARS,9.4,,SEALED,False
2021-04-06,120.0,7.0 A SEALED 5200 PARKER BROTHERS 1983 USA,312114,66022,1983 Blue box,Q*BERT,7.0,,SEALED,False
2020-03-30,144.0,7.5 CIB NES SNK 1987 USA,122013,19908,"No Rev-A, Round SOQ, Early Production",ALPHA MISSION,7.5,CIB,,False
2020-09-21,1680.0,8.5 A+ SEALED 2600 ATARI 1983 USA,122038,15786,1988 Silver Box,MARIO BROS.,8.5,A+,SEALED,False
2021-08-10,780.0,9.8 A+ SEALED PS2 EA 2006 USA,312132,67092,Limited Edition,THE GODFATHER: THE GAME,9.8,A+,SEALED,False
2020-04-13,1140.0,9.6 A++ SEALED GBA NINTENDO 2002 USA,122015,13827,,POKEMON SAPPHIRE,9.6,A++,SEALED,False
2020-12-14,252.0,9.4 A+ SEALED G.CUBE NINTENDO 2004 USA,122050,13909,,METROID PRIME 2: ECHOES,9.4,A+,SEALED,False
2020-03-23,480.0,9.2 A+ SEALED NES NINTENDO 1990 USA,122012,17858,,SUPER SPIKE V'BALL,9.2,A+,SEALED,False
2021-04-13,168.0,8.5 A SEALED 2600 STARPATH 1982 USA,312115,67005,1982 Black box,COMMUNIST MUTANTS FROM SPACE,8.5,,SEALED,False
2021-01-17,1800.0,9.2 A+ SEALED N64 NINTENDO 1999 USA,7239,97064,,DONKEY KONG 64,9.2,A+,SEALED,False
2021-06-01,990.0,9.4 A+ SEALED NES NINTENDO 1992 USA,312122,66053,Oval SOQ R,YOSHI,9.4,A+,SEALED,False
2020-11-30,492.0,9.4 NS GLUE SEAL INTV COLECO 1982 USA,122048,19647,1982 Blue box,DONKEY KONG,9.4,,GLUE SEAL,False
2021-04-20,2640.0,POKEMON COLOSSEUM BONUS DISC G.CUBE NINTENDO 2004 USA,312116,68061,"NFR, Security Case",POKEMON COLOSSEUM BONUS DISC,9.6,A+,,False
2020-05-11,126.0,9.2 A+ SEALED N64 EA 1999 USA,122019,13794,,NASCAR 2000,9.2,A+,SEALED,False
2020-08-24,204.0,8.5 A SEALED NES NEXOFT 1989 USA,122034,17791,Oval SOQ TM,CASTLEQUEST,8.5,,SEALED,False
2021-02-15,180.0,9.8 A++ SEALED PS1 TAKE-TWO 2001 USA,122107,16066,Sony Security Label,SALTWATER SPORTFISHING,9.8,A++,SEALED,False
2021-06-15,492.0,8.0 B SEALED SATURN CAPCOM 1997 USA,312124,68076,,MARVEL SUPER HEROES,8.0,,SEALED,False
2021-07-27,210.0,9.4 A+ SEALED PS2 CAPCOM 2004 USA,312130,69110,The Essentials Box Set,RESIDENT EVIL: OUTBREAK,9.4,A+,SEALED,False
2020-01-13,132.0,8.0 CIB GEN SEGA 1991 USA,122002,13825,"Made in Japan, Early Retail Release",SONIC THE HEDGEHOG,8.0,CIB,,False
2021-07-11,2880.0,9.8 A++ SEALED PS1 SONY 1997 USA,7261,29285,Sony Security Label,WILD ARMS,9.8,A++,SEALED,False
2020-11-02,192.0,9.4 A++ SEALED 2600 ATARI 1983 USA,122044,11885,1988 Silver box,JUNGLE HUNT,9.4,A++,SEALED,False
2021-01-11,1920.0,9.8 A++ SEALED 2600 PARKER BROTHERS 1982 USA,122102,13751,,SPIDER-MAN,9.8,A++,SEALED,False
2021-06-08,132.0,8.0 A SEALED 2600 ATARI 1987 USA,312123,66019,1988 Red box,Q*BERT,8.0,,SEALED,False
2019-02-21,3600.0,TEENAGE MUTANT NINJA TURTLES,7204,92263,"NES, Konami, 1989, Seal Rating",TEENAGE MUTANT NINJA TURTLES,9.6,A+,,False
2021-07-11,2880.0,9.6 A+ SEALED PS2 ACTIVISION 2004 USA,7261,29288,Sony Security Label,CALL OF DUTY: FINEST HOUR,9.6,A+,SEALED,False
2019-03-10,336.0,BATMAN RETURNS,121910,12277,"NES, Konami, 1993, Seal Rating",BATMAN RETURNS,9.2,,,False
2019-06-16,504.0,ICE CLIMBER BOX 9.2 CARTRIDGE 9.4 MANUAL 9.2,121924,15237,"NES, Nintendo, 1985, Complete in Box",ICE CLIMBER,9.2,CIB,,False
2021-08-10,132.0,9.4 A++ SEALED 2600 ATARI 1978 USA,312132,67003,1986 Purple Box,CIRCUS ATARI,9.4,A++,SEALED,False
2020-05-03,252.0,6.5 NS ATARI 2600 ATARI 1982 USA,7229,97012,,E.T. THE EXTRA-TERRESTRIAL,6.5,,,False
2019-11-24,240.0,8.0 A+ SEALED NES HAL 1990 USA,7212,97243,"Oval SOQ TM, Gift & Fun Book",VEGAS DREAM  CAROLINA COLLECTION,8.0,A+,SEALED,False
2019-12-22,312.0,8.5 A SEALED NES BANDAI 1988 USA,121951,17250,"Rev-A, Round SOQ",DRAGON POWER,8.5,,SEALED,False
2020-11-23,144.0,7.5 B+ SEALED NES SNK 1989 USA,122047,17786,Oval SOQ TM,GUERRILLA WAR,7.5,B+,SEALED,False
2020-06-22,264.0,9.6 A++ SEALED SNES NINTENDO 1997 USA,122025,17978,,SPACE INVADERS,9.6,A++,SEALED,False
2019-08-03,1560.0,RAMPAGE,7211,95540,"NES, Data East, 1988, Seal Rating",RAMPAGE,9.0,,,False
2021-07-27,222.0,9.6 A+ SEALED PS2 ACTIVISION 2008 USA,312130,69113,,SPIDER-MAN WEB OF SHADOWS: AMAZING ALLIES EDITION,9.6,A+,SEALED,False
2020-11-09,99.0,9.2 A+ SEALED 2600 ATARI 1988 USA,122045,13760,1988 Red box,MOUSE TRAP,9.2,A+,SEALED,False
2020-07-06,104.0,6.5 NS 2600 ATARI 1978 USA,122027,11728,,OUTLAW,6.5,,,False
2021-06-15,192.0,7.0 CIB NES NINTENDO 1989 USA,312124,68026,"1 HP Screen, First Production",DRAGON WARRIOR,7.0,CIB,,False
2020-09-11,10500.0,9.4 A+ SEALED NES NINTENDO 1988 USA,7234,93027,"Oval SOQ R, Later Production",SUPER MARIO BROS. 2,9.4,A+,SEALED,False
2020-07-12,840.0,8.5 A SEALED NES JVC 1991 USA,7231,97112,,STAR WARS,8.5,,SEALED,False
2021-07-11,2640.0,8.5 A+ SEALED PS1 SQUARESOFT 1997 USA,7261,29244,"Drill Hole Promotional Copy, Sony Security label",FINAL FANTASY VII,8.5,A+,SEALED,False
2021-05-25,132.0,5.0 B SEALED SNES GAMETEK 1996 USA,312121,69052,Made in Mexico,FRANTIC FLEA,5.0,,SEALED,False
2020-11-22,1380.0,9.6 A+ SEALED NES BANDAI 1988 USA,7236,97075,"Oval SOQ TM, Later Production",BLASTER MASTER,9.6,A+,SEALED,False
2021-04-05,1500.0,9.8 A SEALED G.CUBE KONAMI 2004 USA,7242,97181,,METAL GEAR SOLID: THE TWIN SNAKES,9.8,,SEALED,False
2021-07-06,216.0,9.4 A++ SEALED 32X SEGA 1994 USA,312127,66069,,COSMIC CARNAGE,9.4,A++,SEALED,False
2020-11-09,504.0,9.6 A+ SEALED NES MINDSCAPE 1989 USA,122045,13791,Oval SOQ TM,720°,720,A+,SEALED,False
2021-08-17,1440.0,9.6 B+ SEALED PS2 SONY 2005 USA,312133,68107,"Sony Security Label, Early Production",GOD OF WAR,9.6,B+,SEALED,False
2021-02-08,138.0,9.8 B SEALED XBOX NAMCO 2003 USA,122106,14130,,SOULCALIBUR II,9.8,,SEALED,False
2021-02-08,156.0,9.4 A++ SEALED 2600 ACTIVISION 1982 USA,122106,14056,1982 Burgundy box,RIVER RAID,9.4,A++,SEALED,False
2021-05-25,312.0,9.2 CIB NES MINDSCAPE 1988 USA,312121,69040,"Rev-A, Round SOQ, Early Production",INDIANA JONES AND THE TEMPLE OF DOOM,9.2,CIB,,False
2021-02-01,720.0,7.5 A+ SEALED GB WILLIAMS 1995 USA,122105,12054,,MORTAL KOMBAT 3,7.5,A+,SEALED,False
2020-06-15,660.0,8.0 CIB NES NINTENDO 1985 USA,122024,15746,"Double Matte Sticker, First Test Market",GYROMITE,8.0,CIB,,False
2020-10-26,312.0,7.5 B+ SEALED GEN SEGA 1992 USA,122043,18048,,KID CHAMELON,7.5,B+,SEALED,False
2021-01-25,408.0,9.6 NS GLUE SEAL 2600 20TH CENTURY FOX 1983 USA,122104,17925,1983 Black box,SPACE MASTER X-7,9.6,,GLUE SEAL,False
2019-11-24,1200.0,9.4 A++ SEALED NES TENGEN 1988 USA,7212,97174,10th Anniversary Version,PAC-MAN  - CAROLINA COLLECTION,9.4,A++,SEALED,False
2021-02-22,384.0,9.6 NS GLUE SEAL 2600 20TH CENTURY FOX 1983 USA,122108,18030,1982 Black box,REVENGE OF THE BEEFSTEAK TOMATOES,9.6,,GLUE SEAL,False
2021-07-06,1560.0,9.2 A SEALED NES THQ 1991 USA,312127,66045,Black Kings Sweater,WAYNE GRETZKY HOCKEY,9.2,,SEALED,False
2020-05-25,504.0,9.0 A+ SEALED NES TECMO 1990 USA,122021,17802,,TECMO WORLD WRESTLING,9.0,A+,SEALED,False
2020-03-23,192.0,8.5 A SEALED XBOX MICROSOFT 2001 USA,122012,17883,"Chinese Version, NFR",HALO: COMBAT EVOLVED,8.5,,SEALED,False
2021-05-04,74.0,9.2 A++ SEALED 2600 ACTIVISION 1982 USA,312118,66019,1982 Burgundy box,RIVER RAID,9.2,A++,SEALED,False
2020-04-13,126.0,8.0 A SEALED NES VIC TOKAI 1988 USA,122015,13816,"Rev-A, Round SOQ",GOLGO 13: TOP SECRET EPISODE,8.0,,SEALED,False
2020-10-05,228.0,8.0 A+ SEALED GBA TAKE-TWO 2002 USA,122040,11937,,DUKE NUKEM ADVANTAGE,8.0,A+,SEALED,False
2021-08-03,288.0,8.0 CIB NES TECMO 1989 USA,312131,66066,"Rev-A, Round SOQ, Early Production",TECMO BOWL,8.0,CIB,,False
2020-01-06,89.0,7.0 A+ SEALED GBA NINTENDO 2004 USA,122001,11963,,FINAL FANTASY I & II: DAWN OF SOULS,7.0,A+,SEALED,False
2021-02-15,144.0,9.8 B+ SEALED PS1 SONY 1998 USA,122107,16061,Sony Security Label,A BUG'S LIFE,9.8,B+,SEALED,False
2020-08-10,144.0,8.0 CIB NES OCEAN 1991 USA,122032,13795,"Movie Poster Box, First Production",THE UNTOUCHABLES,8.0,CIB,,False
2019-06-02,132.0,METAL GEAR BOX 8.0 CART 8.5 MANUAL 8.0 GSI: METAL GEAR MAP 6.5,121922,11199,"NES, Ultra, 1988, Complete in Box",METAL GEAR,8.0,CIB,,False
2021-06-01,1560.0,9.8 A+ SEALED NES NINTENDO 1990 USA,312122,66046,Oval SOQ TM,SUPER SPIKE V'BALL,9.8,A+,SEALED,False
2020-07-20,216.0,9.4 A+ SEALED NES DATA EAST 1990 USA,122029,15825,,DASH GALAXY IN THE ALIEN ASYLUM,9.4,A+,SEALED,False
2020-02-24,144.0,7.5 CIB NES NINTENDO 1985 USA,122008,17899,"Hangtab, 2 Code, Mid-Production",WRECKING CREW,7.5,CIB,,False
2019-11-24,870.0,9.4 A++ SEALED NES MINDSCAPE 1989 USA,7212,97002,Oval SOQ TM,720°  - CAROLINA COLLECTION,720,A++,SEALED,False
2021-03-16,720.0,9.8 A+ SEALED NES VIC TOKAI 1988 USA,312111,68049,Oval SOQ TM,GOLGO 13: TOP SECRET EPISODE,9.8,A+,SEALED,False
2020-10-12,360.0,9.4 B+ SEALED NES MINDSCAPE 1990 USA,122041,13786,,DAYS OF THUNDER,9.4,B+,SEALED,False
2021-07-27,180.0,9.4 A+ SEALED PS2 UBISOFT 2004 USA,312130,69111,Sony Security Label,ROCKY LEGENDS,9.4,A+,SEALED,False
2021-05-11,288.0,9.4 A SEALED NES ACCLAIM 1989 USA,312119,67028,Oval SOQ TM,CYBERNOID: THE FIGHTING MACHINE,9.4,,SEALED,False
2020-05-25,109.0,8.0 CIB GEN DATA EAST 1992 USA,122021,17814,,CAPTAIN AMERICA AND THE AVENGERS,8.0,CIB,,False
2020-11-02,99.0,9.4 A+ SEALED GBA NAMCO 2001 USA,122044,11939,,KLONOA: EMPIRE OF DREAMS,9.4,A+,SEALED,False
2020-10-26,156.0,9.8 A++ SEALED GBA UBISOFT 2003 USA,122043,18046,,RAYMAN 3,9.8,A++,SEALED,False
2021-08-31,384.0,8.0 CIB GBA NINTENDO 2002 USA,312135,70062,,POKEMON SAPPHIRE VERSION,8.0,CIB,,False
2020-09-28,504.0,8.0 A++ SEALED GBA ATARI 2005 USA,122039,17936,,DRAGON BALL GT: TRANSFORMATION,8.0,A++,SEALED,False
2021-07-09,11100.0,9.6 A+ SEALED SNES NINTENDO 1995 USA,7261,28082,Made in Japan,MORTAL KOMBAT 3,9.6,A+,SEALED,False
2019-01-27,59.0,LEGO MARVEL AVENGERS,121904,14870,"Wii U, Warner Bros, 2016, Seal Rating",LEGO MARVEL AVENGERS,9.4,,,False
2021-07-13,264.0,8.0 A SEALED NES ULTRA 1990 USA,312128,67027,Oval SOQ R,MISSION: IMPOSSIBLE,8.0,,SEALED,False
2021-08-24,840.0,9.4 A+ SEALED NES NINTENDO 1993 USA,312134,69058,Oval SOQ R Indiana Collection,YOSHI'S COOKIE,9.4,A+,SEALED,False
2021-03-30,408.0,9.4 A SEALED NES BRODERBUND 1987 USA,312113,70038,"Rev-A, Round SOQ",DEADLY TOWERS,9.4,,SEALED,False
2021-05-25,132.0,9.2 A SEALED 2600 ATARI 1987 USA,312121,69014,1988 Red box,Q*BERT,9.2,,SEALED,False
2020-07-12,660.0,9.6 CIB NES SUNSOFT 1991 USA,7231,97041,,BATMAN: RETURN OF THE JOKER,9.6,CIB,,False
2020-12-14,900.0,8.0 CIB 2600 ATARI 1978 USA,122050,13866,1979 Red box,SUPERMAN,8.0,CIB,,False
2020-09-13,2040.0,9.8 A SEALED PS2 ACTIVISION 2004 USA,7234,97152,Sony Security Label,CALL OF DUTY: FINEST HOUR,9.8,,SEALED,False
2019-11-03,264.0,8.5 A+ SEALED N64 TITUS 1999 USA,121944,11829,Made in Japan,SUPERMAN,8.5,A+,SEALED,False
2020-10-05,336.0,7.0 A SEALED NES ULTRA 1988 USA,122040,11925,,SKATE OR DIE,7.0,,SEALED,False
2021-05-25,192.0,9.8 A+ SEALED PS1 BLITZ 2001 USA,312121,69076,Sony Security Label,CUBIX ROBOTS FOR EVERYONE: RACE 'N ROBOTS,9.8,A+,SEALED,False
2021-02-08,1440.0,6.0 A SEALED 5200 ATARI 1983 USA,122106,14066,1983 Silver box,MARIO BROS.,6.0,,SEALED,False
2021-03-16,384.0,9.4 B+ SEALED PS1 SQUARESOFT 2000 USA,312111,68078,Sony Security Label,VAGRANT STORY,9.4,B+,SEALED,False
2020-05-03,288.0,9.0 B+ SEALED NES FCI 1988 USA,7229,97100,Oval SOQ TM,DR. CHAOS,9.0,B+,SEALED,False
2019-09-29,1140.0,8.5 C+ SEALED NES ULTRA 1989 USA,121939,19328,,TEENAGE MUTANT NINJA TURTLES,8.5,C+,SEALED,False
2020-07-12,4800.0,9.2 A++ SEALED 2600 ACTIVISION 1982 USA,7231,97010,,PITFALL!,9.2,A++,SEALED,False
2020-12-14,540.0,9.6 A++ SEALED GBA NINTENDO 2004 USA,122050,13906,,METROID: ZERO MISSION,9.6,A++,SEALED,False
2021-04-05,7800.0,8.5 A+ SEALED SMS SEGA 1990 USA,7242,97184,,CASTLE OF ILLUSION STARRING MICKEY MOUSE,8.5,A+,SEALED,False
2021-03-30,264.0,8.5 B+ SEALED NES HUDSON SOFT 1988 USA,312113,70043,"Rev-A, Round SOQ",MILON'S SECRET CASTLE,8.5,B+,SEALED,False
2020-11-16,186.0,9.2 A+ SEALED SNES MALIBU 1994 USA,122046,15845,,SPORTS ILLUSTRATED: CHAMPIONSHIP FOOTBALL & BASEBALL,9.2,A+,SEALED,False
2021-01-18,216.0,9.8 A+ SEALED NES HI TECH 1990 USA,122103,15926,"Oval SOQ TM, ""TV"" Wide Spaced","WIN, LOSE, OR DRAW",9.8,A+,SEALED,False
2020-05-03,780.0,8.5 A+ SEALED NES ASCI 1990 USA,7229,97079,,CHILLER,8.5,A+,SEALED,False
2021-01-15,5520.0,9.2 A+ SEALED PS1 ACTIVISION 1999 USA,7239,93060,"Pixel ESRB, Sony Security Label",TONY HAWK'S PRO SKATER,9.2,A+,SEALED,False
2019-08-18,91.0,SPIDER-MAN BOX 7.0 CART 9.2 MANUAL 6.5 VARIANT: MADE IN JAPAN NO,121933,15256,"Genesis, Sega, 1991, USA, Complete in Box",SPIDER-MAN,7.5,CIB,,True
2020-09-13,840.0,9.2 A+ SEALED NES HI TECH 1991 USA,7234,97057,,BARBIE,9.2,A+,SEALED,False
2021-07-11,5400.0,9.4 A SEALED NES NINTENDO 1985 USA,7261,29057,"Rev-A, Round SOQ, Mid-Production",PINBALL,9.4,,SEALED,False
2020-03-08,252.0,8.0 A SEALED NES VIC TOKAI 1988 USA,7224,97012,"Oval SOQ TM, Late Production",BUMP 'N' JUMP,8.0,,SEALED,False
